Title,Stars,DateTime
The Half of It review – charming Netflix teen comedy takes on Cyrano,3 out of 5 stars.,2020-04-30T06:15:13+0000
Diana Kennedy: Nothing Fancy review – fiery queen of Mexican cuisine,4 out of 5 stars.,2020-04-30T06:00:13+0000
,,
"Ema review – a sexual odyssey, with flame-throwers",3 out of 5 stars.,2020-04-29T17:00:02+0000
Reborn review – pretentious schlock-horror thrills,2 out of 5 stars.,2020-04-29T15:00:00+0000
A Secret Love review – moving portrait of two women's 60-year romance,4 out of 5 stars.,2020-04-29T13:00:16+0000
A Secret Love review – moving portrait of two women's 60-year romance,4 out of 5 stars.,2020-04-29T13:00:16+0000
"Can You Keep a Secret? review – dull, strangers-on-a-plane romcom",2 out of 5 stars.,2020-04-29T11:00:14+0000
Blood Quantum review – grimy zombie horror offers intriguing twist,3 out of 5 stars.,2020-04-29T07:10:09+0000
Desperately Seeking Susan and She-Devil: absurd 80s comedies ripe for redemption,Published: ,2020-04-28T04:21:27+0000
"Moonstruck: Cher's 1987 classic is bizarre, hopelessly romantic and yet somehow entirely plausible",Published: ,2020-04-27T01:24:01+0000
Astronaut review – a heartwarming trip to inner space,3 out of 5 stars.,2020-04-26T07:00:08+0000
Extraction review – less than a marvel,2 out of 5 stars.,2020-04-26T04:30:04+0000
"Moffie review – brilliant, brutal South African apartheid drama",4 out of 5 stars.,2020-04-25T14:00:47+0000
Endless Sunshine on a Cloudy Day review – touching tribute to an Instagram influencer,3 out of 5 stars.,2020-04-23T08:00:09+0000
Moffie review – swooning eroticism in apartheid South Africa,4 out of 5 stars.,2020-04-23T06:00:07+0000
Astronaut review – care-home resident shoots for the stars,3 out of 5 stars.,2020-04-22T17:00:02+0000
"Extraction review – hokey, high-octane action thriller",3 out of 5 stars.,2020-04-22T15:00:48+0000
The Easy Bit review – how men get to grips with IVF,2 out of 5 stars.,2020-04-22T13:00:46+0000
A Russian Youth review – horror and heartbreak on the eastern front,3 out of 5 stars.,2020-04-22T11:00:44+0000
Planet of the Humans review – contrarian eco-doc from the Michael Moore stable,4 out of 5 stars.,2020-04-22T08:32:59+0000
Beastie Boys Story review – Spike Jonze and the boys are back in town,4 out of 5 stars.,2020-04-20T16:00:39+0000
The Willoughbys review – imaginative animated Netflix adventure,3 out of 5 stars.,2020-04-20T15:46:27+0000
The Midnight Gospel review – Netflix's new cartoon is a trippy Mr Benn for adults,4 out of 5 stars.,2020-04-20T14:05:12+0000
Selah and the Spades review – stylish leader of the pack,3 out of 5 stars.,2020-04-19T08:00:33+0000
Ghost Town Anthology review – unnerving supernatural mystery,3 out of 5 stars.,2020-04-19T04:30:28+0000
,,
Why Don't You Just Die! review – from Russia with a claw hammer,4 out of 5 stars.,2020-04-18T14:00:10+0000
Circus of Books review – tender doc about family life and gay porn,4 out of 5 stars.,2020-04-17T08:00:09+0000
Earth and Blood review – heavy artillery action flick runs out of ammo,2 out of 5 stars.,2020-04-17T06:00:06+0000
Sergio review – fact-based Netflix UN drama opts for old school romance,3 out of 5 stars.,2020-04-16T07:35:01+0000
Selah and the Spades review – teen cliques drama balances satire and surrealism,3 out of 5 stars.,2020-04-16T06:00:36+0000
Rising High review – a charmer scams the Berlin property market,3 out of 5 stars.,2020-04-15T18:00:21+0000
Why Don't You Just Die! review – ingenious drama with hints of Tarantino,4 out of 5 stars.,2020-04-15T16:00:19+0000
Americana Kamikaze review – film noir and Japanese horror chill reality into a dream,3 out of 5 stars.,2020-04-15T14:36:53+0000
Americana Kamikaze review – film noir and Japanese horror chill reality into a dream,3 out of 5 stars.,2020-04-15T14:36:53+0000
Cuck review – a heavy-handed Taxi Driver ripoff,2 out of 5 stars.,2020-04-15T14:00:36+0000
The Host review – a horror for all the wrong reasons,2 out of 5 stars.,2020-04-15T12:00:45+0000
New Movement Collective review – eerie journeys into Auster and Homer,3 out of 5 stars.,2020-04-13T17:45:52+0000
Kicking and Screaming: Noah Baumbach’s slacker debut is a nostalgic bite of 90s reality,Published: ,2020-04-13T17:30:19+0000
Who You Think I Am review – a thrilling web of desire,4 out of 5 stars.,2020-04-12T07:00:36+0000
Martin Margiela: In His Own Words review – philosopher of fashion,4 out of 5 stars.,2020-04-12T04:30:33+0000
Trolls World Tour review – uplifting animated sequel,4 out of 5 stars.,2020-04-11T14:00:16+0000
Love Wedding Repeat review – laboured Netflix romcom farce,2 out of 5 stars.,2020-04-10T07:01:37+0000
"Tigertail review – dreams, regrets and a life built on a lie",3 out of 5 stars.,2020-04-10T07:01:37+0000
"La Dolce Vita defies all the ballyhoo – archive, 1961",Published: ,2020-04-10T04:30:34+0000
Martin Margiela: In His Own Words review – portrait of the couture Banksy,3 out of 5 stars.,2020-04-09T10:00:43+0000
Who You Think I Am review – Juliette Binoche turns up the heat in phone sex tale,4 out of 5 stars.,2020-04-09T08:00:41+0000
"David Lynch's Blue Velvet reviewed – archive, 1987",Published: ,2020-04-09T04:30:36+0000
"Beyond the Door review – peace, love and a pact with the devil",3 out of 5 stars.,2020-04-08T17:00:22+0000
The Iron Mask review – Arnie slugs it out with Jackie Chan in the Tower,2 out of 5 stars.,2020-04-08T15:00:20+0000
Dreamland review – distasteful dystopian noir,2 out of 5 stars.,2020-04-08T13:00:17+0000
Dreamland review – distasteful dystopian noir,2 out of 5 stars.,2020-04-08T13:00:17+0000
The Grand Bizarre review – trippy travelogue to who knows where,3 out of 5 stars.,2020-04-08T11:00:15+0000
"Sea Fever review – sturdy, slimy sci-fi horror trawls for cliches",3 out of 5 stars.,2020-04-08T10:55:10+0000
I watched 627 minutes of Adam Driver movies because what else am I going to do,Published: ,2020-04-07T17:30:03+0000
Trolls World Tour review – eyeball-frazzling sequel offers same again,2 out of 5 stars.,2020-04-06T09:15:27+0000
Wallace and Gromit and Shaun the Sheep: why I reach for them in dark times,Published: ,2020-04-05T17:30:34+0000
The Whalebone Box review – so strange it must be true,4 out of 5 stars.,2020-04-05T07:00:21+0000
Four Kids and It review – pedestrian take on a magical fantasy,2 out of 5 stars.,2020-04-05T04:30:18+0000
"Nona. If They Soak Me, I’ll Burn Them review – a meandering enigma",2 out of 5 stars.,2020-04-04T14:00:00+0000
"Coffee & Kareem review – fast, filthy and fitfully funny Netflix comedy",2 out of 5 stars.,2020-04-03T16:02:51+0000
Hugh Grant's guilty pleasures: rediscovering the saucy and Sapphic curios of his back catalogue,Published: ,2020-04-02T16:30:56+0000
Hamlet review – the Wooster Group resurrect Richard Burton's Dane,3 out of 5 stars.,2020-04-02T10:08:08+0000
The Other Lamb review – artful cult drama simmers with unease,3 out of 5 stars.,2020-04-02T09:30:46+0000
The Other Lamb review – artful cult drama simmers with unease,3 out of 5 stars.,2020-04-02T09:30:46+0000
Four Kids and It review – good-natured family fantasy,3 out of 5 stars.,2020-04-02T09:00:46+0000
The Complex review – frustrating interactive sci-fi thriller,2 out of 5 stars.,2020-04-02T07:00:43+0000
,,
Valley of the Lanterns review – lacklustre fairytale animation,2 out of 5 stars.,2020-04-01T16:00:25+0000
Where Do We Go Next? review – theatrical idealism at a critical time,4 out of 5 stars.,2020-04-01T14:00:53+0000
"The Whalebone Box review – baffling, beguiling trek to a distant shore",3 out of 5 stars.,2020-04-01T14:00:23+0000
"Nona: If They Soak Me, I’ll Burn Them review – grandma with a fiery temper",3 out of 5 stars.,2020-04-01T12:00:21+0000
This Is England: beloved UK drama is the tonic Australia needs right now,Published: ,2020-03-31T16:30:02+0000
Elephant review – Meghan Markle adds schmaltz to Disney yarn,3 out of 5 stars.,2020-03-30T07:01:16+0000
"Farewell, My Queen: Léa Seydoux and Diane Kruger period drama is lush and unexpectedly apropos",Published: ,2020-03-29T16:30:02+0000
Vivarium review – home is where the hell is,3 out of 5 stars.,2020-03-29T07:00:48+0000
Inspiring culture: 50 works that changed our critics' lives,Published: ,2020-03-29T06:00:46+0000
Inspiring culture: 50 works that changed our critics' lives,Published: ,2020-03-29T06:00:46+0000
System Crasher review – searing portrait of a broken psyche,5 out of 5 stars.,2020-03-29T04:30:44+0000
The Perfect Candidate review – a Saudi woman's political awakening,4 out of 5 stars.,2020-03-28T15:00:28+0000
Uncorked review – sub-par Netflix wine drama is far from vintage,2 out of 5 stars.,2020-03-27T07:00:50+0000
Villain review – Richard Burton's masterclass in nastiness,5 out of 5 stars.,2020-03-26T07:00:22+0000
The Perfect Candidate review – accidental heroine takes on the cynics,4 out of 5 stars.,2020-03-25T17:00:03+0000
System Crasher review – gripping tale of a nine-year-old on the edge,4 out of 5 stars.,2020-03-25T15:00:01+0000
Domains review – eerie echoes of a world in isolation,4 out of 5 stars.,2020-03-25T13:00:01+0000
Conclusions by John Boorman review – film gossip and nostalgia,Published: ,2020-03-25T12:00:01+0000
Crip Camp review – rousing Netflix documentary traces disability rights movement,4 out of 5 stars.,2020-03-24T20:13:42+0000
The Jesus Rolls review – John Turturro's Big Lebowski spin-off misses the mark,2 out of 5 stars.,2020-03-23T16:00:44+0000
Travel Man: Richard Ayoade and friends are hilarious tour guides for a travel-less world,Published: ,2020-03-23T02:49:02+0000
Travel Man: Richard Ayoade and friends are hilarious tour guides for a travel-less world,Published: ,2020-03-23T02:49:02+0000
The week ahead – indoors,Published: ,2020-03-22T12:00:06+0000
Dogs Don’t Wear Pants review – darkly humorous BDSM tale,4 out of 5 stars.,2020-03-22T08:00:02+0000
The Truth review – Catherine Deneuve illuminates unsubtle family drama,3 out of 5 stars.,2020-03-22T05:30:58+0000
Fire Will Come review – emotional Spanish drama,4 out of 5 stars.,2020-03-21T15:00:40+0000
The Platform review – fiendish Netflix thriller about a gory battle for food,4 out of 5 stars.,2020-03-20T19:41:43+0000
,,
Dogs Don’t Wear Pants review – alarming antics in the sex dungeon,3 out of 5 stars.,2020-03-19T11:00:51+0000
"The Truth review – mothers, memory and an imperious Catherine Deneuve",4 out of 5 stars.,2020-03-19T07:00:47+0000
The Banker review – Apple's first movie is a slick yet patchy racism drama,3 out of 5 stars.,2020-03-19T06:10:45+0000
Climbing Blind review – elevating portrait of a higher love,3 out of 5 stars.,2020-03-18T15:00:27+0000
Fire Will Come review – pyromaniac's tale obscured by smoke,3 out of 5 stars.,2020-03-18T13:00:24+0000
The Hunt review – silly horror satire,2 out of 5 stars.,2020-03-15T10:30:54+0000
Calm With Horses review – fear and loathing in Ireland's wild west,4 out of 5 stars.,2020-03-15T08:00:52+0000
Bacurau review – wildly entertaining Brazilian weirdness,4 out of 5 stars.,2020-03-15T07:00:51+0000
Misbehaviour review – well-mannered Miss World drama,2 out of 5 stars.,2020-03-14T15:00:31+0000
And Then We Danced review – heady tale of forbidden desire,4 out of 5 stars.,2020-03-14T05:30:19+0000
Big Time Adolescence review – Pete Davidson plays to type in low-key comedy,3 out of 5 stars.,2020-03-13T20:42:23+0000
The Rise of the Synths review – the world's most nostalgic music scene,2 out of 5 stars.,2020-03-13T13:52:00+0000
The Elephant Man review – David Lynch's tragic tale of compassion,5 out of 5 stars.,2020-03-12T11:00:29+0000
My Spy review – Dave Bautista takes the muscle-man's tweenie test,2 out of 5 stars.,2020-03-12T09:00:27+0000
And Then We Danced review – freewheeling story of secret love,4 out of 5 stars.,2020-03-12T07:00:25+0000
Bloodshot review – Vin Diesel brings brawn in brainless action schlock,2 out of 5 stars.,2020-03-11T16:00:06+0000
Cunningham review – powerful 3D documentary about a dance pioneer,3 out of 5 stars.,2020-03-11T15:00:05+0000
The Hunt review – gory Trump-baiting satire is more hype than horror,2 out of 5 stars.,2020-03-11T13:00:02+0000
The Hunt review – gory Trump-baiting satire is more hype than horror,2 out of 5 stars.,2020-03-11T13:00:02+0000
Bacurau review – ultraviolent freakout in Brazil's outback,4 out of 5 stars.,2020-03-11T11:05:56+0000
Run review – former boy racer driven to zombified despair,3 out of 5 stars.,2020-03-11T10:57:40+0000
Lost Girls review – well-intentioned but plodding Netflix true crime drama,2 out of 5 stars.,2020-03-10T20:16:39+0000
Misbehaviour review – likable comedy of bizarre and farcical 1970 Miss World,4 out of 5 stars.,2020-03-10T08:00:27+0000
,,
Never Rarely Sometimes Always review: powerful abortion drama,4 out of 5 stars.,2020-03-09T18:23:14+0000
The Photograph review – a shimmering romance,3 out of 5 stars.,2020-03-08T10:30:32+0000
Military Wives review – on song with chalk-and-cheese Kristin Scott Thomas and Sharon Horgan,3 out of 5 stars.,2020-03-08T08:00:30+0000
Escape from Pretoria review – ingenious apartheid-era thriller,3 out of 5 stars.,2020-03-08T07:00:29+0000
Toni Morrison: The Pieces I Am review – as elegant as its subject,4 out of 5 stars.,2020-03-08T05:30:26+0000
Onward review – more emotional wizardry from Pixar,3 out of 5 stars.,2020-03-07T15:00:08+0000
Spenser Confidential review – Mark Wahlberg crash lands on Netflix,1 out of 5 stars.,2020-03-06T17:44:49+0000
Fantasy Island review – Blumhouse's schlock horror lacks imagination,2 out of 5 stars.,2020-03-06T08:00:31+0000
Onward review – Pixar conjures big-screen adventure with wizard quest story,3 out of 5 stars.,2020-03-06T06:00:29+0000
Calm With Horses review – crime and brutal punishment in rural Ireland,3 out of 5 stars.,2020-03-05T20:30:17+0000
Calm With Horses review – crime and brutal punishment in rural Ireland,3 out of 5 stars.,2020-03-05T20:30:17+0000
Parasite: Black & White Version review – horror with a shade of Ealing comedy,4 out of 5 stars.,2020-03-05T14:00:09+0000
Toni Morrison: The Pieces I Am review – powerful portrait of a cultural giant,4 out of 5 stars.,2020-03-05T12:00:07+0000
Sulphur and White review – a bold study of abuse and trauma,4 out of 5 stars.,2020-03-05T10:00:04+0000
Military Wives review – feelgood choir comedy strains in vain for laughs,2 out of 5 stars.,2020-03-05T08:00:02+0000
Vitalina Varela review – secrets and lies amid the ruins,4 out of 5 stars.,2020-03-05T06:00:02+0000
,,
Zenek review – synth-pop and showbiz behind the iron curtain,2 out of 5 stars.,2020-03-04T17:16:56+0000
The Way Back review – Ben Affleck battles booze in half-baked drama,2 out of 5 stars.,2020-03-04T14:00:40+0000
Immortal Hero review – silly vanity project made in bad faith,1 out of 5 stars.,2020-03-04T13:00:38+0000
Pretty Woman: The Musical review – tasteless romcom returns with tunes,2 out of 5 stars.,2020-03-02T23:00:04+0000
Broken Law review – headbutt of a thriller about brothers on either side of the law,3 out of 5 stars.,2020-03-01T11:25:14+0000
Downhill review – unsteady avalanche comedy inspired by Force Majeure,2 out of 5 stars.,2020-03-01T10:30:12+0000
Portrait of a Lady on Fire review – mesmerised by the female gaze,5 out of 5 stars.,2020-03-01T08:00:09+0000
Portrait of a Lady on Fire review – mesmerised by the female gaze,5 out of 5 stars.,2020-03-01T08:00:09+0000
Dark Waters review – Todd Haynes’s thriller fizzes with righteous fury,4 out of 5 stars.,2020-03-01T07:00:09+0000
True History of the Kelly Gang review – rock’n’roll makeover of an Aussie outlaw,4 out of 5 stars.,2020-03-01T05:30:06+0000
The Invisible Man review – Wells with a Hitchcockian twist,4 out of 5 stars.,2020-02-29T15:00:48+0000
Berlin film festival 2020 roundup: sturm und drang and pigs and cows,Published: ,2020-02-29T15:00:48+0000
What to see this week in the UK,Published: ,2020-02-28T09:00:12+0000
What to see this week in the UK,Published: ,2020-02-28T09:00:12+0000
All the Bright Places review – teen charm can't lift maudlin Netflix drama,2 out of 5 stars.,2020-02-28T08:01:11+0000
"Charlatan review – a fascinating, frustrating tale of bottled-up emotion",3 out of 5 stars.,2020-02-27T18:15:02+0000
Dark Waters review – Todd Haynes plumbs the depths of a poisoning scandal,4 out of 5 stars.,2020-02-27T09:00:44+0000
Color Out of Space review – Nicolas Cage goes cosmic in freaky sci-fi horror,3 out of 5 stars.,2020-02-27T07:00:41+0000
,,
DAU. Natasha review – an exquisitely sinister study of Soviet oppression,5 out of 5 stars.,2020-02-26T21:30:29+0000
Vivarium review – the unspeakable horror of settling down in suburbia,4 out of 5 stars.,2020-02-26T19:45:27+0000
In Search of Chopin review – the composer with 'a gift from God',4 out of 5 stars.,2020-02-26T16:00:22+0000
Villain review – tough Brit crime thriller shows a bit of class,3 out of 5 stars.,2020-02-26T14:00:20+0000
Push review – searing study of the global housing crisis,3 out of 5 stars.,2020-02-26T12:00:17+0000
Push review – searing study of the global housing crisis,3 out of 5 stars.,2020-02-26T12:00:17+0000
"Miss Fisher and the Crypt of Tears review – Essie Davis delights in hokey, lustreless film",2 out of 5 stars.,2020-02-26T01:24:22+0000
The Invisible Man review – Elisabeth Moss brings murky thriller to life,3 out of 5 stars.,2020-02-25T07:00:43+0000
Hillary review – did the US presidential hopeful take the wrong road?,3 out of 5 stars.,2020-02-24T14:00:22+0000
Pinocchio review - wooden-puppet fairytale goes back to the sweet-sour original,4 out of 5 stars.,2020-02-23T19:02:42+0000
Undine review – a shaggy catfish of a story about a woman with a water obsession,3 out of 5 stars.,2020-02-23T18:30:06+0000
Like a Boss review – corporate comedy with little to laugh about,2 out of 5 stars.,2020-02-23T10:30:49+0000
Little Joe review – The Day of the Triffids meets Little Shop of Horrors,4 out of 5 stars.,2020-02-23T08:00:46+0000
Observer/Anthony Burgess prize for arts journalism 2020: Paul Bahrami on Bait,Published: ,2020-02-23T08:00:46+0000
Observer/Anthony Burgess prize for arts journalism 2020: Paul Bahrami on Bait,Published: ,2020-02-23T08:00:46+0000
The Call of the Wild review – a remake with little bite,3 out of 5 stars.,2020-02-23T07:00:45+0000
Greed review – Steve Coogan entertains in broad satire,3 out of 5 stars.,2020-02-23T05:30:43+0000
Kill It and Leave This Town review - gaunt beauty amid the smoky smudge of memory,4 out of 5 stars.,2020-02-22T19:59:37+0000
The Salt of Tears review - classy-looking French love story that jumps the shark,3 out of 5 stars.,2020-02-22T19:19:17+0000
First Cow review – Kelly Reichardt’s superbly chewy tale of milk cakes in the old west,5 out of 5 stars.,2020-02-22T18:30:29+0000
Midnight Family review – superb documentary on Mexico’s private ambulances,4 out of 5 stars.,2020-02-22T15:00:25+0000
Streaming: where to find Joan Didion gems,Published: ,2020-02-22T08:00:18+0000
"Warhol by Blake Gopnik review – sex, religion and overtaking Picasso",Published: ,2020-02-22T07:29:16+0000
Mogul Mowgli review – Riz Ahmed tackles British selfhood head on,3 out of 5 stars.,2020-02-21T21:00:04+0000
Minamata review – Johnny Depp attempts redemption in heartfelt look at disaster that struck Japanese town,3 out of 5 stars.,2020-02-21T20:30:03+0000
"Hidden Away review - makes a rich, heavy meal of a biopic of feral Italian painter",4 out of 5 stars.,2020-02-21T20:30:03+0000
Wildland review – Danish crime drama with the makings of a big hit,4 out of 5 stars.,2020-02-21T18:30:00+0000
Onward review – Pixar's best film in years is Frozen with boys,4 out of 5 stars.,2020-02-21T17:00:06+0000
Onward review – Pixar's best film in years is Frozen with boys,4 out of 5 stars.,2020-02-21T17:00:06+0000
Brahms: The Boy II review – wilfully unscary evil doll horror,1 out of 5 stars.,2020-02-21T16:34:04+0000
Malmkrog review – cerebral period drama lives on in the mind,3 out of 5 stars.,2020-02-21T11:00:51+0000
United Nation: Three Decades of Drum & Bass review – a raving nostalgia trip,3 out of 5 stars.,2020-02-21T07:00:48+0000
My Salinger Year review – bafflingly insipid Berlin opener clunks hard,1 out of 5 stars.,2020-02-20T19:00:32+0000
My Salinger Year review – bafflingly insipid Berlin opener clunks hard,1 out of 5 stars.,2020-02-20T19:00:32+0000
Tintoretto: A Rebel in Venice review – the rock'n'roll Renaissance master?,2 out of 5 stars.,2020-02-20T13:00:25+0000
Waiting for Anya review – soapy second world war melodrama,2 out of 5 stars.,2020-02-20T11:00:23+0000
My Hero Academia: Heroes Rising review – workies save the world,2 out of 5 stars.,2020-02-20T09:00:21+0000
"End of the Century review – post-coital reverie of sex, love and memory",3 out of 5 stars.,2020-02-20T07:00:19+0000
In My Blood It Runs review – quietly masterful portrait of growing up Indigenous,4 out of 5 stars.,2020-02-20T01:57:53+0000
,,
"Incidental Characters review – muddling along, looking for love",2 out of 5 stars.,2020-02-19T16:00:00+0000
The Public review – quiet showdown in the library,2 out of 5 stars.,2020-02-19T14:00:04+0000
Midnight Family review – an alarming look at Mexico's ambulance cowboys,4 out of 5 stars.,2020-02-19T12:00:02+0000
The Call of the Wild review – old-fashioned shaggy-dog story with bite,3 out of 5 stars.,2020-02-17T20:00:07+0000
Spycies review – not so perfect spies,1 out of 5 stars.,2020-02-16T10:30:26+0000
Emma review – Austen's sweet satire gets a multiplex makeover,3 out of 5 stars.,2020-02-16T08:00:24+0000
Emma review – Austen's sweet satire gets a multiplex makeover,3 out of 5 stars.,2020-02-16T08:00:24+0000
Sonic the Hedgehog review – running to a standstill,2 out of 5 stars.,2020-02-16T07:00:24+0000
First Love review – a bloody slice of Tokyo pulp fiction,4 out of 5 stars.,2020-02-16T05:30:20+0000
,,
When Lambs Become Lions review – eagle eye on the ivory trade,4 out of 5 stars.,2020-02-15T15:00:03+0000
The best recent crime and thrillers,Published: ,2020-02-14T11:58:30+0000
"The Lost Boys review – a bloody, ingenious reflection on youth",4 out of 5 stars.,2020-02-14T11:00:29+0000
Ghost review – Patrick Swayze's immortal meditation on love and grief,5 out of 5 stars.,2020-02-14T09:00:27+0000
Ghost review – Patrick Swayze's immortal meditation on love and grief,5 out of 5 stars.,2020-02-14T09:00:27+0000
"Emma review – sweetness, spite and bared bottoms",3 out of 5 stars.,2020-02-14T07:00:24+0000
Billie Eilish: No Time to Die review – a Bond theme befitting the Craig era,4 out of 5 stars.,2020-02-14T00:00:15+0000
The Photograph review – star charm can't save underdeveloped romance,2 out of 5 stars.,2020-02-13T17:13:18+0000
Eminent Monsters: A Manual for Modern Torture review – the cycle of shame,3 out of 5 stars.,2020-02-13T12:00:01+0000
Jihad Jane review – the women seduced by terrorism,4 out of 5 stars.,2020-02-13T10:00:03+0000
Jihad Jane review – the women seduced by terrorism,4 out of 5 stars.,2020-02-13T10:00:03+0000
"First Love review – brilliantly bizarre, ultra-violent yakuza caper",4 out of 5 stars.,2020-02-13T08:00:01+0000
Sonic the Hedgehog review – dastardly Jim Carrey gives Sonic the blues,2 out of 5 stars.,2020-02-13T06:00:02+0000
The Leunig Fragments review – portrait of the cartoonist is a quasi-poetic cop-out,2 out of 5 stars.,2020-02-12T23:22:25+0000
A Paris Education review – partying in Paris like it's 1968,2 out of 5 stars.,2020-02-12T16:00:36+0000
When Lambs Become Lions review – on the trail of Kenya's elephant killers,3 out of 5 stars.,2020-02-12T14:00:34+0000
"Spycies review – awkward, eco-anxious kids' animation",2 out of 5 stars.,2020-02-12T12:00:32+0000
To All the Boys: PS I Still Love You review – entertaining romcom sequel,3 out of 5 stars.,2020-02-11T11:56:39+0000
Parasite review – a gasp-inducing masterpiece,5 out of 5 stars.,2020-02-10T14:43:16+0000
Underwater review – Kristen Stewart vehicle sinks without trace,2 out of 5 stars.,2020-02-09T12:00:05+0000
Mr Jones review – gripping Stalin-era thriller with James Norton,4 out of 5 stars.,2020-02-09T07:00:04+0000
Plus One review – a rom com worth falling for,4 out of 5 stars.,2020-02-09T05:30:02+0000
"H is for Happiness review – emotional affairs of adults seen through a bright, childlike lens",4 out of 5 stars.,2020-02-08T19:00:45+0000
Birds of Prey review – Margot Robbie goes full tilt as Harley Quinn,4 out of 5 stars.,2020-02-08T15:00:40+0000
,,
Horse Girl review – Alison Brie shines in frustrating Netflix psychodrama,2 out of 5 stars.,2020-02-07T09:05:04+0000
Parasite review – searing satire of a family at war with the rich,5 out of 5 stars.,2020-02-07T09:00:04+0000
Dolittle review – Robert Downey Jr does nothing in pointless remake,1 out of 5 stars.,2020-02-07T07:00:02+0000
Guardians of Life review – Joaquin Phoenix's climate call goes down in flames,2 out of 5 stars.,2020-02-06T17:00:44+0000
A Streetcar Named Desire review – hard times in the Big Easy,4 out of 5 stars.,2020-02-06T13:00:39+0000
Oscar shorts 2020 review – gripping drama and emotional animation,4 out of 5 stars.,2020-02-06T11:00:37+0000
Oscar shorts 2020 review – gripping drama and emotional animation,4 out of 5 stars.,2020-02-06T11:00:37+0000
The Doors Break on Thru: A Celebration of Ray Manzarek review – pale fire,2 out of 5 stars.,2020-02-06T09:00:35+0000
Fando y Lis review – Jodorowsky's freaks-and-flesh debut,3 out of 5 stars.,2020-02-06T07:00:33+0000
Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn) review – a blitz of bad taste,3 out of 5 stars.,2020-02-05T17:00:15+0000
Plus One review – weddings romcom has seen it all before,2 out of 5 stars.,2020-02-05T15:00:13+0000
Daniel Isn’t Real review – ludicrous pretend-friend horror,3 out of 5 stars.,2020-02-05T13:00:10+0000
The Lodge review – dread-filled chiller with a devastating twist,4 out of 5 stars.,2020-02-04T06:15:33+0000
Richard Jewell review – Clint Eastwood’s cautionary tale for cynical times,4 out of 5 stars.,2020-02-02T10:30:40+0000
Queen & Slim review – love on the run across the US racial divide,4 out of 5 stars.,2020-02-02T08:00:38+0000
The Man Who Killed Don Quixote review – Gilliam’s knight proves errant,2 out of 5 stars.,2020-02-02T07:00:37+0000
The Lighthouse review – inner demons get lost in the fog,2 out of 5 stars.,2020-02-02T05:30:34+0000
Risky turns and buried treasure: the best of Sundance 2020,Published: ,2020-02-01T16:00:18+0000
A Beautiful Day in the Neighbourhood – touching tribute to a US TV hero,4 out of 5 stars.,2020-02-01T15:00:17+0000
,,
One Piece: Stampede review – piratical manga mayhem,3 out of 5 stars.,2020-01-31T09:00:41+0000
"Persona review – it’s Bergman, but without the intensity",2 out of 5 stars.,2020-01-31T08:00:40+0000
Richard Jewell review – Clint Eastwood's bomb-hero drama fails to detonate,3 out of 5 stars.,2020-01-31T07:00:39+0000
His House review – effective haunted house horror with timely spin,4 out of 5 stars.,2020-01-30T19:49:53+0000
A Beautiful Day in the Neighbourhood review – Tom Hanks puts cynicism on the naughty step,4 out of 5 stars.,2020-01-30T15:00:19+0000
Queen & Slim review – odd couple on the run in a punchy thriller,3 out of 5 stars.,2020-01-30T13:00:16+0000
Queen & Slim review – odd couple on the run in a punchy thriller,3 out of 5 stars.,2020-01-30T13:00:16+0000
Show Me the Picture: The Story of Jim Marshall review – shooting stars,3 out of 5 stars.,2020-01-30T11:00:14+0000
Talking About Trees review – how the lights went out in Sudan's cinemas,4 out of 5 stars.,2020-01-30T07:00:10+0000
Minari review – moving and modest coming-of-age Sundance hit,4 out of 5 stars.,2020-01-29T21:33:07+0000
Bafta shorts 2020 review – cheeky romance and the power of skateboards,4 out of 5 stars.,2020-01-29T18:00:53+0000
The Rhythm Section review – Blake Lively on a thrilling quest for revenge,3 out of 5 stars.,2020-01-29T17:00:52+0000
Quezon's Game review – second world war refugee drama lands with a thud,2 out of 5 stars.,2020-01-29T15:00:50+0000
"How I Became a Gangster. True Story review – dire, derivative mob caper",1 out of 5 stars.,2020-01-29T13:00:47+0000
"How I Became a Gangster. True Story review – dire, derivative mob caper",1 out of 5 stars.,2020-01-29T13:00:47+0000
Night of the Living Dead – Remix review – addictive Romero replica,4 out of 5 stars.,2020-01-29T11:36:27+0000
The Last Thing He Wanted review – misfiring Anne Hathaway thriller,2 out of 5 stars.,2020-01-28T21:26:30+0000
Sylvie's Love review – heartfelt period romance is a thrilling throwback,4 out of 5 stars.,2020-01-28T19:14:58+0000
The Father review – Anthony Hopkins drives devastating dementia drama,4 out of 5 stars.,2020-01-28T01:52:09+0000
,,
Wendy review – Peter Pan fantasy that never grows up into an interesting film,2 out of 5 stars.,2020-01-27T22:08:19+0000
The Nest review – Jude Law and Carrie Coon fall apart in eerie 80s drama,4 out of 5 stars.,2020-01-27T17:35:13+0000
Downhill review – Ferrell and Louis-Dreyfus crash with redundant remake,2 out of 5 stars.,2020-01-27T06:15:44+0000
Surge review – Ben Whishaw pounds the streets in gripping psychodrama,3 out of 5 stars.,2020-01-27T00:45:37+0000
Promising Young Woman review – Carey Mulligan ignites fiery #MeToo revenge tale,3 out of 5 stars.,2020-01-26T23:49:19+0000
